username,to,text,retweets,favorites,replies,id,permalink,author_id,date,formatted_date,mentions,hashtags,geo,urls
DiLaheurte,RussDiabo,"Plus ça change, plus c'est pareil. @CanadianPM @CrownIndigenous @Min_IndServ. Do better!!!!! #cdnpoli",0,1,0,1149105959580721152,https://twitter.com/DiLaheurte/status/1149105959580721152,1344351572,2019-07-10 23:59:44+00:00,Wed Jul 10 23:59:44 +0000 2019,@CanadianPM @CrownIndigenous @Min_IndServ,#cdnpoli,,
KristinRaworth,,I don’t know who needs to hear this but don’t just read a headline and freak out- read the whole story because spoiler alert: headlines can be wildly misleading or you know not true. #cdnpoli,3,30,5,1149105919898185728,https://twitter.com/KristinRaworth/status/1149105919898185728,18774566,2019-07-10 23:59:35+00:00,Wed Jul 10 23:59:35 +0000 2019,,#cdnpoli,,
otiose94,,#uspoli #donnyt #Miller Pet by @ColeToon pic.twitter.com/m9hRNumNV7 http://wp.me/p2WW3S-Gg #uspolitics #cdnpoli,0,1,0,1149105882539556864,https://twitter.com/otiose94/status/1149105882539556864,373149557,2019-07-10 23:59:26+00:00,Wed Jul 10 23:59:26 +0000 2019,@ColeToon,#uspoli #donnyt #Miller #uspolitics #cdnpoli,,http://wp.me/p2WW3S-Gg
oliduchesneau,,Investiture de @s_guilbeault dans Laurier-Sainte-Marie en présence de @JustinTrudeau. Ambiance électrisante pour un candidat engagé et passionné. #PolCan #PLCpic.twitter.com/s6peI9IGc1,12,38,1,1149105802751467521,https://twitter.com/oliduchesneau/status/1149105802751467521,30095172,2019-07-10 23:59:07+00:00,Wed Jul 10 23:59:07 +0000 2019,@s_guilbeault @JustinTrudeau,#PolCan #PLCpic,,
SimonLe93849152,,"In 2017 a TTC engineer characterized the vehicle assembly in Thunder Bay as “hand-built.” A worker characterized it more bluntly: “They take f---ing hammers and they smash the steel into shape, like it’s a f---ing dwarves’ forge.” #Bombardier #cdnpoli http://projects.thestar.com/bombardier-ttc/index.html …",0,0,0,1149105801602240512,https://twitter.com/SimonLe93849152/status/1149105801602240512,1099151349386752000,2019-07-10 23:59:07+00:00,Wed Jul 10 23:59:07 +0000 2019,,#Bombardier #cdnpoli,,http://projects.thestar.com/bombardier-ttc/index.html
Lisawedmann,AndrewScheer,Translation: we will leave a financial deficit & destroy the environment. But you’ll have a few more dollars in your pocket so it’s all good! #cdnpoli https://twitter.com/AndrewScheer/status/1149053428062015490 …,0,2,0,1149105769142468613,https://twitter.com/Lisawedmann/status/1149105769142468613,39582722,2019-07-10 23:58:59+00:00,Wed Jul 10 23:58:59 +0000 2019,,#cdnpoli,,https://twitter.com/AndrewScheer/status/1149053428062015490
PamelaVelos,nspector4,Something very disturbing about a government peddling falsehoods in the lead-up to an election at the same time as it is warning against foreign disinformation #cdnpoli https://twitter.com/nspector4/status/1149082697265893376 …,1,0,0,1149105673432645632,https://twitter.com/PamelaVelos/status/1149105673432645632,587025335,2019-07-10 23:58:36+00:00,Wed Jul 10 23:58:36 +0000 2019,,#cdnpoli,,https://twitter.com/nspector4/status/1149082697265893376
GodivaRides,,Thank #Canada #Soldiers #Veterans who sacrifice for OUR #rights #freedoms #sovereignty #Dday75 #WWI #WWII #SupremeLaws #CommonLaw #MagnaCarta #Constitution1867 #RuleofLaw #cdnpoli #Parliamentary #Democracy ... how blessed #Canadians are. https://www.facebook.com/sandra.miller.1675/posts/2420679511304412 …,1,0,0,1149105629476327424,https://twitter.com/GodivaRides/status/1149105629476327424,16306449,2019-07-10 23:58:26+00:00,Wed Jul 10 23:58:26 +0000 2019,,#Canada #Soldiers #Veterans #rights #freedoms #sovereignty #Dday75 #WWI #WWII #SupremeLaws #CommonLaw #MagnaCarta #Constitution1867 #RuleofLaw #cdnpoli #Parliamentary #Democracy #Canadians,,https://www.facebook.com/sandra.miller.1675/posts/2420679511304412
savoirfaire_2,,#Canada (pop. 37M) has *THIRD* highestglobalrate of new #childhood #asthma cases from traffic #pollution| #cdnpoli #abpoli #bcpoli #onpoli #skpoli #Healthcare$$#CarCulture #fossilfuels #emissions #ClimateCrisis #AirPollution #NoTMXhttps://www.nationalobserver.com/2019/04/11/news/canada-has-third-highest-global-rate-new-childhood-asthma-cases-traffic-pollution …,0,0,0,1149105600363544581,https://twitter.com/savoirfaire_2/status/1149105600363544581,1241938664,2019-07-10 23:58:19+00:00,Wed Jul 10 23:58:19 +0000 2019,,#Canada #childhood #asthma #pollution #cdnpoli #abpoli #bcpoli #onpoli #skpoli #Healthcare #CarCulture #fossilfuels #emissions #ClimateCrisis #AirPollution #NoTMXhttps,,https://www.nationalobserver.com/2019/04/11/news/canada-has-third-highest-global-rate-new-childhood-asthma-cases-traffic-pollution
Canuck6227,CameronAhmad,"I call BS on that....incompetent trudeau is the WORST PM the country has ever had. Corrupt, can’t form a sentence, juvenile, narcissistic, and has made Canada irrelevant.....tell that clown to resign and turn himself into the RCMP #Canada #cdnpoli #TrudeauMustGo #PMGump #NotMyPM",0,1,0,1149105553425100800,https://twitter.com/Canuck6227/status/1149105553425100800,4798155486,2019-07-10 23:58:07+00:00,Wed Jul 10 23:58:07 +0000 2019,,#Canada #cdnpoli #TrudeauMustGo #PMGump #NotMyPM,,
george_affleck,DonDavies,Math is hard . #bcpoli #vanpoli #cdnpoli https://twitter.com/DonDavies/status/1148951202102538240 …,0,6,2,1149105528888426497,https://twitter.com/george_affleck/status/1149105528888426497,20097628,2019-07-10 23:58:02+00:00,Wed Jul 10 23:58:02 +0000 2019,,#bcpoli #vanpoli #cdnpoli,,https://twitter.com/DonDavies/status/1148951202102538240
retail_recruit,stephenlautens,#cdnpoli https://twitter.com/stephenlautens/status/1149098996071358466 …,1,1,0,1149105466452189192,https://twitter.com/retail_recruit/status/1149105466452189192,39512124,2019-07-10 23:57:47+00:00,Wed Jul 10 23:57:47 +0000 2019,,#cdnpoli,,https://twitter.com/stephenlautens/status/1149098996071358466
IAmTrevorScott,Tiffany65091782,"""Владимир позвонил и сказал: «Тифф, пиши дерьмо в Интернете!» - так я и сделал!"" #cdnpoli",0,0,0,1149105451935518720,https://twitter.com/IAmTrevorScott/status/1149105451935518720,1141338474,2019-07-10 23:57:43+00:00,Wed Jul 10 23:57:43 +0000 2019,,#cdnpoli,,
HabDomination,gtlem,Ontario is unravelling … can Canada be next? #cdnpoli https://twitter.com/gtlem/status/1149064698903638017 …,11,19,1,1149105451772076037,https://twitter.com/HabDomination/status/1149105451772076037,2416924308,2019-07-10 23:57:43+00:00,Wed Jul 10 23:57:43 +0000 2019,,#cdnpoli,,https://twitter.com/gtlem/status/1149064698903638017
shiney2120,antihateca,"@TelsecDot.net is renting & providing virtual/shared office space, mail service, friendly tel. communications for The Canadian Nationalist Party which is located in the Toronto Star building. Any chance they will cancel their contract? @TorontoStar ? #onpoli #cdnpoli https://twitter.com/antihateca/status/1149039590533210112 …",0,0,0,1149105312340643840,https://twitter.com/shiney2120/status/1149105312340643840,140342155,2019-07-10 23:57:10+00:00,Wed Jul 10 23:57:10 +0000 2019,@TelsecDot @TorontoStar,#onpoli #cdnpoli,,https://twitter.com/antihateca/status/1149039590533210112
rexglacer,,Another corrupt Liberal gets a free pass from Trudeau’s ‘ethics commissioner’ everyone act surprised! Liberal MP found to have broken ethics rules but won't face sanctions https://www.ctvnews.ca/politics/liberal-mp-found-to-have-broken-ethics-rules-but-won-t-face-sanctions-1.4502190 … #cdnpoli,168,189,32,1149105286331949056,https://twitter.com/rexglacer/status/1149105286331949056,2915954031,2019-07-10 23:57:04+00:00,Wed Jul 10 23:57:04 +0000 2019,,#cdnpoli,,https://www.ctvnews.ca/politics/liberal-mp-found-to-have-broken-ethics-rules-but-won-t-face-sanctions-1.4502190
uroobajamal,pressgazette,"Despite this: last year, Canadian arms exports to Saudi Arabia reached $1.2 billion, amid calls for #Canada to suspend permits. #cdnpoli #defendmediafreedom https://twitter.com/anthonyfenton/status/1146441126951313416 …https://twitter.com/pressgazette/status/1148979441395273728 …",5,3,2,1149105253146480640,https://twitter.com/uroobajamal/status/1149105253146480640,33326872,2019-07-10 23:56:56+00:00,Wed Jul 10 23:56:56 +0000 2019,,#Canada #cdnpoli #defendmediafreedom,,"https://twitter.com/anthonyfenton/status/1146441126951313416,https://twitter.com/pressgazette/status/1148979441395273728"
limolnar,mbueckert,"We must have Municipal sovereignty immediately! A charter for cities and towns to do the business for the sake of their citizens is the only way to get around this sort of thing. It should never happen, and we need to make sure it never happens again! #ONpoli #TOpoli #CDNpoli https://twitter.com/mbueckert/status/1148934272855748609 …",0,0,0,1149105135886450688,https://twitter.com/limolnar/status/1149105135886450688,17176141,2019-07-10 23:56:28+00:00,Wed Jul 10 23:56:28 +0000 2019,,#ONpoli #TOpoli #CDNpoli,,https://twitter.com/mbueckert/status/1148934272855748609
ProudCDN1,savagecookie,Those “people” are sickening. Only more of this crap coming if Trudeau stays! #cdnpoli https://twitter.com/savagecookie/status/1149092764979748864 …,0,0,0,1149105004931719168,https://twitter.com/ProudCDN1/status/1149105004931719168,1136829300827492352,2019-07-10 23:55:57+00:00,Wed Jul 10 23:55:57 +0000 2019,,#cdnpoli,,https://twitter.com/savagecookie/status/1149092764979748864
sunlorrie,,My Thursday Sun Media column: Canadians still skeptical about carbon taxes https://torontosun.com/opinion/columnists/goldstein-canadians-still-skeptical-about-carbon-taxes/ … #cdnpoli,12,18,8,1149105004172570624,https://twitter.com/sunlorrie/status/1149105004172570624,255340030,2019-07-10 23:55:56+00:00,Wed Jul 10 23:55:56 +0000 2019,,#cdnpoli,,https://torontosun.com/opinion/columnists/goldstein-canadians-still-skeptical-about-carbon-taxes/
Pollyvotr,SheilaGunnReid,Sadly Sheila Gunn Reid works day in and day out to undermine social cohesion in Canada. #cdnpoli https://twitter.com/SheilaGunnReid/status/1148901165985402880 …,0,0,0,1149104851172777984,https://twitter.com/Pollyvotr/status/1149104851172777984,3462867014,2019-07-10 23:55:20+00:00,Wed Jul 10 23:55:20 +0000 2019,,#cdnpoli,,https://twitter.com/SheilaGunnReid/status/1148901165985402880
thereds8,,Amazing turnout to hear @Meaney4MP speak in Oakville! @JPLuisi1 @peoplespca #PPC2019 #cdnpoli pic.twitter.com/xZWbH6kcjy,10,19,2,1149104840615911425,https://twitter.com/thereds8/status/1149104840615911425,31960302,2019-07-10 23:55:17+00:00,Wed Jul 10 23:55:17 +0000 2019,@Meaney4MP @JPLuisi1 @peoplespca,#PPC2019 #cdnpoli,,
CuJoYYC,charlesadler,"@AndrewScheer Your hesitance tells me you’d rather pander to the religious zealots you chum with than actually stand up for human rights & doing the proper thing. I’ve come to expect such waffling from you & your ilk. Andy: Just as advertised, LAME from alpha to omega. #CDNpoli https://twitter.com/charlesadler/status/1149079598656737280 …",0,0,0,1149104695253917696,https://twitter.com/CuJoYYC/status/1149104695253917696,234922173,2019-07-10 23:54:43+00:00,Wed Jul 10 23:54:43 +0000 2019,@AndrewScheer,#CDNpoli,,https://twitter.com/charlesadler/status/1149079598656737280
golchowy,reicurran,#cdnpoli https://twitter.com/reicurran/status/1149099274162049024 …,0,0,0,1149104685158027264,https://twitter.com/golchowy/status/1149104685158027264,1438370630,2019-07-10 23:54:40+00:00,Wed Jul 10 23:54:40 +0000 2019,,#cdnpoli,,https://twitter.com/reicurran/status/1149099274162049024
