username,to,text,retweets,favorites,replies,id,permalink,author_id,date,formatted_date,mentions,hashtags,geo,urls
yvonnenevala,merry123459,#cdnpoli #onpoli #polqc #ableg #bcpoli #topoli #ottpoli #skpoli #mbpoli #nbpoli #nspoli #nlpoli #peipoli`https://twitter.com/merry123459/status/1158889993240227843 …,0,0,0,1158890460112465921,https://twitter.com/yvonnenevala/status/1158890460112465921,375294224,2019-08-06 23:59:51+00:00,Tue Aug 06 23:59:51 +0000 2019,,#cdnpoli #onpoli #polqc #ableg #bcpoli #topoli #ottpoli #skpoli #mbpoli #nbpoli #nspoli #nlpoli #peipoli,,https://twitter.com/merry123459/status/1158889993240227843
ThePoutineGate,222Minutes,"To libtards, division is unity, identity politics is inclusive, uncontroling spendings and deficits is responsible management, dumping sewage in rivers is environmentally friendly, virtue signaling is better than acting upon a problem. It's a world against common sense. #cdnpoli",2,4,2,1158890234844733441,https://twitter.com/ThePoutineGate/status/1158890234844733441,1093277930,2019-08-06 23:58:57+00:00,Tue Aug 06 23:58:57 +0000 2019,,#cdnpoli,,
happy_pipes,,Such a tolerant left wing. Trudeau is encouraging this type of behaviour & dividing us. Do we really want people like this in charge spreading their hate? #cdnpoli https://summit.news/2019/08/06/death-camps-for-trump-supporters-fliers-posted-in-new-york/ …,0,0,0,1158890099305664512,https://twitter.com/happy_pipes/status/1158890099305664512,4370012892,2019-08-06 23:58:25+00:00,Tue Aug 06 23:58:25 +0000 2019,,#cdnpoli,,https://summit.news/2019/08/06/death-camps-for-trump-supporters-fliers-posted-in-new-york/
Ninjarale,MaximeBernier,Bernier is a walking talking hate crime. #cdnpoli https://twitter.com/MaximeBernier/status/1158791231796895745 …,0,2,0,1158889845629972480,https://twitter.com/Ninjarale/status/1158889845629972480,149808530,2019-08-06 23:57:24+00:00,Tue Aug 06 23:57:24 +0000 2019,,#cdnpoli,,https://twitter.com/MaximeBernier/status/1158791231796895745
GigiHogerson,RalphGoodale,This is great. It’s the type of thing I find cerrrrtain parties say they’ll do but don’t. #cdnpoli https://twitter.com/RalphGoodale/status/1158816972223713284 …,0,0,0,1158889745033912321,https://twitter.com/GigiHogerson/status/1158889745033912321,1141697870443233280,2019-08-06 23:57:01+00:00,Tue Aug 06 23:57:01 +0000 2019,,#cdnpoli,,https://twitter.com/RalphGoodale/status/1158816972223713284
journo_dale,,"For the evening crowd, my @CBAnatmag story on who controls frozen embryos under Canadian law #cdnpoli https://nationalmagazine.ca/en-ca/articles/law/hot-topics-in-law/2019/assisted-reproduction-and-the-laws-of-consent …",3,2,0,1158889685206388737,https://twitter.com/journo_dale/status/1158889685206388737,190012537,2019-08-06 23:56:46+00:00,Tue Aug 06 23:56:46 +0000 2019,@CBAnatmag,#cdnpoli,,https://nationalmagazine.ca/en-ca/articles/law/hot-topics-in-law/2019/assisted-reproduction-and-the-laws-of-consent
journo_dale,,"For the evening crowd, my @LooniePolitics on exits from the Senate, and how they contribute to how the Chamber operates. #SenCA #cdnpoli https://looniepolitics.com/exit-plans-and-expulsions/ …",3,1,1,1158889553178058757,https://twitter.com/journo_dale/status/1158889553178058757,190012537,2019-08-06 23:56:15+00:00,Tue Aug 06 23:56:15 +0000 2019,@LooniePolitics,#SenCA #cdnpoli,,https://looniepolitics.com/exit-plans-and-expulsions/
CanadaOooh,,#cdnpoli #elxn43 Right wingers are massing to dominate world politics. They're not doing it out of the kindness of their hearts. Stephen Harper Heads Global Org That Helps Get Right-Wing Parties Elected. WhatWill It Do for Andrew Scheer? via @TheTyeehttps://thetyee.ca/Analysis/2019/08/06/Harper-Heads-Global-Org-Help-Elect-Right-Wing-Parties/ …,3,2,0,1158889374618202113,https://twitter.com/CanadaOooh/status/1158889374618202113,999395862328602626,2019-08-06 23:55:32+00:00,Tue Aug 06 23:55:32 +0000 2019,@TheTyeehttps,#cdnpoli #elxn43,,https://thetyee.ca/Analysis/2019/08/06/Harper-Heads-Global-Org-Help-Elect-Right-Wing-Parties/
dbeggs13,ThatsMrNeil,Would be. Ice to watch JayKay do the DelMastro Tango before #elxn43,0,9,1,1158889298881601536,https://twitter.com/dbeggs13/status/1158889298881601536,957396820237234176,2019-08-06 23:55:14+00:00,Tue Aug 06 23:55:14 +0000 2019,,#elxn43,,
Anti_fascistes,,"Des fascistes de gauche, à la sauce végane cette fois-ci, intimident des honnêtes éleveurs québécois. Condamnons ensemble l'étroitesse d'esprit, l'intolérance, la haine, l'intimidation et la violence de ces fascistes mangeurs de luzerne. https://www.985fm.ca/extraits-audios/opinions/239495/des-activistes-veganes-sen-prennent-aux-agriculteurs-le-phenomene-est-mondial-entrevue-avec-la-psychologue-pierrette-desrosiers … #PolQc #PolCan",3,7,2,1158889150923366402,https://twitter.com/Anti_fascistes/status/1158889150923366402,991795712861114368,2019-08-06 23:54:39+00:00,Tue Aug 06 23:54:39 +0000 2019,,#PolQc #PolCan,,https://www.985fm.ca/extraits-audios/opinions/239495/des-activistes-veganes-sen-prennent-aux-agriculteurs-le-phenomene-est-mondial-entrevue-avec-la-psychologue-pierrette-desrosiers
