username,to,text,retweets,favorites,replies,id,permalink,author_id,date,formatted_date,mentions,hashtags,geo,urls
trueandfine,MeganMishMash,"@carolemacneil..why the free promo for @pierrenantel/ #GreenParty? He can't mind religious symbols on white people, otherwise he would have demanded @ElizabethMay cover up! #Hypocrisy @TheTyee @georgiastraight #cdnpoli @CBCNews @christoaivalis @MeganMishMash @CTVNews #racismhttps://twitter.com/MeganMishMash/status/1163564183499055105 …",3,3,0,1163601520476086272,https://twitter.com/trueandfine/status/1163601520476086272,957763203076800513,2019-08-19 23:59:55+00:00,Mon Aug 19 23:59:55 +0000 2019,@carolemacneil @pierrenantel @ElizabethMay @TheTyee @georgiastraight @CBCNews @christoaivalis @MeganMishMash @CTVNews,#GreenParty #Hypocrisy #cdnpoli #racismhttps,,https://twitter.com/MeganMishMash/status/1163564183499055105
BigWinnie2,lraitt,How much money did you have to return as a result of cheating? #cdnpoli,0,0,0,1163601514079801344,https://twitter.com/BigWinnie2/status/1163601514079801344,98542628,2019-08-19 23:59:54+00:00,Mon Aug 19 23:59:54 +0000 2019,,#cdnpoli,,
PeterFin013,,"To my fellow and sister #Canadians who are #Muslim, he does not speak for #myCanada. Lies and hatred will will not win here. Speak out. #Bernier claims ‘Islamist extremists’ have infiltrated #Canadian politics - #HuffPost #Canada #cdnpoli https://apple.news/A6vzOWPFSRiCwFhDF4O6jbw …",0,1,2,1163601474234048512,https://twitter.com/PeterFin013/status/1163601474234048512,1580152807,2019-08-19 23:59:44+00:00,Mon Aug 19 23:59:44 +0000 2019,,#Canadians #Muslim #myCanada #Bernier #Canadian #HuffPost #Canada #cdnpoli,,https://apple.news/A6vzOWPFSRiCwFhDF4O6jbw
DianeMariePosts,derrickokeefe,"Elections Canada's attempt to put spending caps on third party contributions to elections is attacking democracy. Those caps should apply to righty organizations but lefty organizations should be exempt so that the democratic playing field is level. Oh, wait. #cdnpoli https://twitter.com/derrickokeefe/status/1163600532881018885 …",7,12,2,1163601369997041665,https://twitter.com/DianeMariePosts/status/1163601369997041665,3237611533,2019-08-19 23:59:19+00:00,Mon Aug 19 23:59:19 +0000 2019,,#cdnpoli,,https://twitter.com/derrickokeefe/status/1163600532881018885
calgarysun,,UCP slagged for stumping federally outside Alberta http://bit.ly/2MpIaqY #ableg #abpoli #cdnpoli pic.twitter.com/OLImdAP4cE,7,4,7,1163601257191432192,https://twitter.com/calgarysun/status/1163601257191432192,28585986,2019-08-19 23:58:53+00:00,Mon Aug 19 23:58:53 +0000 2019,,#ableg #abpoli #cdnpoli,,http://bit.ly/2MpIaqY
nspector4,,“The downgrade really reflects the losses that the company experienced over the past three quarters. We saw more risk going forward than we previously assumed” https://www.theglobeandmail.com/business/article-standard-poors-downgrades-snc-lavalin-credit-rating-to-junk-status/ … #cdnpoli,6,9,2,1163601230720950273,https://twitter.com/nspector4/status/1163601230720950273,232519990,2019-08-19 23:58:46+00:00,Mon Aug 19 23:58:46 +0000 2019,,#cdnpoli,,https://www.theglobeandmail.com/business/article-standard-poors-downgrades-snc-lavalin-credit-rating-to-junk-status/
CoastalCndn,sunnshiiny,Sold our sovereignty #cdnpoli https://twitter.com/sunnshiiny/status/1163352802103418880 …,0,0,0,1163601204565299200,https://twitter.com/CoastalCndn/status/1163601204565299200,316245912,2019-08-19 23:58:40+00:00,Mon Aug 19 23:58:40 +0000 2019,,#cdnpoli,,https://twitter.com/sunnshiiny/status/1163352802103418880
OpenCCE,,"""If we don't make people accountable for the waste they produce, they won't care about it"" - accountability a theme from Laura + @Lorinikkel at #wsic @WSIC_Canada Makes me think of carbon pricing... #cdnpoli #themesinthemes",0,1,0,1163601177625473024,https://twitter.com/OpenCCE/status/1163601177625473024,106790430,2019-08-19 23:58:34+00:00,Mon Aug 19 23:58:34 +0000 2019,@Lorinikkel @WSIC_Canada,#wsic #cdnpoli #themesinthemes,,
PaulBruce_Ouch,CPC_HQ,"#cdnpoli What an idiot . An administrative matter is not criminal and does not come under any criminal law or code, like DM did . But like Jody the incompetent his only reason is ""cause I says so"" .If you ask him to explain it it is totally beyond his mental capacity Trump 2",4,20,1,1163601086961324032,https://twitter.com/PaulBruce_Ouch/status/1163601086961324032,993299770872606720,2019-08-19 23:58:12+00:00,Mon Aug 19 23:58:12 +0000 2019,,#cdnpoli,,
DNA_SMF,CPAC_TV,https://twitter.com/DNA_SMF/status/1162104186974154768?s=19 … #cdnpoli,0,1,0,1163601079612973056,https://twitter.com/DNA_SMF/status/1163601079612973056,122720711,2019-08-19 23:58:10+00:00,Mon Aug 19 23:58:10 +0000 2019,,#cdnpoli,,https://twitter.com/DNA_SMF/status/1162104186974154768?s=19
CoastalCndn,sunnshiiny,#cdnpoli thread https://twitter.com/sunnshiiny/status/1163352794167828480 …,0,0,0,1163601001372237824,https://twitter.com/CoastalCndn/status/1163601001372237824,316245912,2019-08-19 23:57:52+00:00,Mon Aug 19 23:57:52 +0000 2019,,#cdnpoli,,https://twitter.com/sunnshiiny/status/1163352794167828480
GordBolton,GordBolton,#uspoli #cdnpoli #pnpcbc #UKpolitics #auspol #polcan #eupol #nzpol #CTVpp #NoWarsForIsrael #NoWarOnIran #Epstein #Crispr Who will own the patents on the genes?https://www.rt.com/news/466812-gene-editing-crispr-upgrade/ …,0,0,1,1163600919948353536,https://twitter.com/GordBolton/status/1163600919948353536,2265885618,2019-08-19 23:57:32+00:00,Mon Aug 19 23:57:32 +0000 2019,,#uspoli #cdnpoli #pnpcbc #UKpolitics #auspol #polcan #eupol #nzpol #CTVpp #NoWarsForIsrael #NoWarOnIran #Epstein #Crispr,,https://www.rt.com/news/466812-gene-editing-crispr-upgrade/
DennisRiceJr,,"@AndrewScheer Not digging the spam, man (this is the second Conservative/anti-Trudeau text I've gotten). @CRTCeng #cdnpoli #crtcpic.twitter.com/DiPqxbNnEs",0,0,0,1163600833310838784,https://twitter.com/DennisRiceJr/status/1163600833310838784,359224797,2019-08-19 23:57:11+00:00,Mon Aug 19 23:57:11 +0000 2019,@AndrewScheer @CRTCeng,#cdnpoli #crtcpic,,
OpenCCE,,Great convo tonight at @WSIC_Canada - but out audience is always awesome! Thanks for always coming out and showing how much you care! #wsic #cdnpoli,0,0,0,1163600825157070850,https://twitter.com/OpenCCE/status/1163600825157070850,106790430,2019-08-19 23:57:10+00:00,Mon Aug 19 23:57:10 +0000 2019,@WSIC_Canada,#wsic #cdnpoli,,
chalkomilk,SandraGoodick,Pretty sure a jihadi cutting the heads off people he disagrees with is more than a 'political position'. Where do these people come from? #sick #cdnpoli https://twitter.com/SandraGoodick/status/1163500881289056257 …,2,18,4,1163600770249502721,https://twitter.com/chalkomilk/status/1163600770249502721,1455658663,2019-08-19 23:56:56+00:00,Mon Aug 19 23:56:56 +0000 2019,,#sick #cdnpoli,,https://twitter.com/SandraGoodick/status/1163500881289056257
johnstonej_41,CPAC_TV,He only cares about eastern jobs. Stop saying Canadians @JustinTrudeau #cdnpoli,0,0,0,1163600749965615104,https://twitter.com/johnstonej_41/status/1163600749965615104,3316078644,2019-08-19 23:56:52+00:00,Mon Aug 19 23:56:52 +0000 2019,@JustinTrudeau,#cdnpoli,,
sheldonbailey,,#Addiction #Mentalhealth #RECOVERYWORKS #yyc #yeg #ableg #cdnpoli,0,0,0,1163600685088141317,https://twitter.com/sheldonbailey/status/1163600685088141317,16914946,2019-08-19 23:56:36+00:00,Mon Aug 19 23:56:36 +0000 2019,,#Addiction #Mentalhealth #RECOVERYWORKS #yyc #yeg #ableg #cdnpoli,,
MatthewGreenNDP,theJagmeetSingh,How about no is right... Conservatives would have us live in a time of post truth and anti science. Liberals will simply go along to get along with big Oil companies. Only @theJagmeetSingh and our @NDP will fight for the ecological future of Canada. #elxn43 #ClimateChangehttps://twitter.com/theJagmeetSingh/status/1163464877677191169 …,12,72,0,1163600656239878144,https://twitter.com/MatthewGreenNDP/status/1163600656239878144,17823761,2019-08-19 23:56:29+00:00,Mon Aug 19 23:56:29 +0000 2019,@theJagmeetSingh @NDP,#elxn43 #ClimateChangehttps,,https://twitter.com/theJagmeetSingh/status/1163464877677191169
PapineauPpc,,Great interview with / Excellente entrevue avec @MaximeBernier & @TheLaurenChen ! https://youtu.be/PbUsbCYo36A #PPC #PPC2019 #MaximeBernier #populism #cdnpoli,55,92,3,1163600577315725313,https://twitter.com/PapineauPpc/status/1163600577315725313,1074349578189627393,2019-08-19 23:56:10+00:00,Mon Aug 19 23:56:10 +0000 2019,@MaximeBernier @TheLaurenChen,#PPC #PPC2019 #MaximeBernier #populism #cdnpoli,,https://youtu.be/PbUsbCYo36A
derrickokeefe,christoaivalis,Another good take from @christoaivalis on this collective attack on our democracy - and our intelligence. #cdnpoli #Climatehttps://twitter.com/christoaivalis/status/1163563994667462657 …,4,27,0,1163600532881018885,https://twitter.com/derrickokeefe/status/1163600532881018885,11864172,2019-08-19 23:56:00+00:00,Mon Aug 19 23:56:00 +0000 2019,@christoaivalis,#cdnpoli #Climatehttps,,https://twitter.com/christoaivalis/status/1163563994667462657
albertarabbit,StephenPunwasi,Is @ElectionsCan_E now a captured organization by the #fossilfuelindustry who have been writing Cdn legislation for the Liberals and Conservatives for 30 years? I’d like to know because it was established months ago that this election was going to be about #climatecrisis #cdnpoli,1,1,0,1163600532306423810,https://twitter.com/albertarabbit/status/1163600532306423810,112944623,2019-08-19 23:56:00+00:00,Mon Aug 19 23:56:00 +0000 2019,@ElectionsCan_E,#fossilfuelindustry #climatecrisis #cdnpoli,,
drivandalism,TorontoStar,"Well that settles that, I know what I am going to be doing during #elxn43. I guess I can always lawyer up in advance. https://twitter.com/TorontoStar/status/1163421618439413760 …",0,0,0,1163600507396599808,https://twitter.com/drivandalism/status/1163600507396599808,2872976578,2019-08-19 23:55:54+00:00,Mon Aug 19 23:55:54 +0000 2019,,#elxn43,,https://twitter.com/TorontoStar/status/1163421618439413760
