username,to,text,retweets,favorites,replies,id,permalink,author_id,date,formatted_date,mentions,hashtags,geo,urls
SharperPM,JessicaSwiet,They could learn a thing or two about answering simple questions from us cool-headed conservatives! https://www.youtube.com/watch?v=Qv6Pq5nNjN4 … #cdnpoli #cpc,0,1,0,1130261787885088769,https://twitter.com/SharperPM/status/1130261787885088769,283199001,2019-05-19 23:59:44+00:00,Sun May 19 23:59:44 +0000 2019,,#cdnpoli #cpc,,https://www.youtube.com/watch?v=Qv6Pq5nNjN4
jpaulson49,,"""Unplanned"" is blocked by Canada's 2 major movie distributors, & yet they showed ""Fifty Shades of Gray"" that glorifies porn & a woman being abused. What's up with that? #cdnpoli https://grandinmedia.ca/unplanned-expo-centre/ …",19,31,5,1130261655928025088,https://twitter.com/jpaulson49/status/1130261655928025088,737446915340533760,2019-05-19 23:59:12+00:00,Sun May 19 23:59:12 +0000 2019,,#cdnpoli,,https://grandinmedia.ca/unplanned-expo-centre/
ErikaShaker,,"'the tips of the bollards should be pointed, not round, the president insists, describing in graphic terms the potential injuries that border-crossers might receive' https://ottawacitizen.com/news/world/trump-wants-his-border-barrier-to-be-painted-black-with-sharp-spikes-to-cut-the-hands-of-climbers/wcm/224fc72e-6579-498d-aa61-64f5d902a86f/ … #cdnpoli #canlab",0,0,0,1130261420380250113,https://twitter.com/ErikaShaker/status/1130261420380250113,2564429233,2019-05-19 23:58:16+00:00,Sun May 19 23:58:16 +0000 2019,,#cdnpoli #canlab,,https://ottawacitizen.com/news/world/trump-wants-his-border-barrier-to-be-painted-black-with-sharp-spikes-to-cut-the-hands-of-climbers/wcm/224fc72e-6579-498d-aa61-64f5d902a86f/
WestBench,JoeTheberge,"Alberta Conservative MP's petition to re-open abortion debate. Aside from official #Scheer, the troops aren't even hiding their intention to re-criminalize women's choice. Alabertma to be sure. #cdnpoli #cpchttps://twitter.com/JoeTheberge/status/1130258383678738433 …",0,0,0,1130261409147658240,https://twitter.com/WestBench/status/1130261409147658240,2584670160,2019-05-19 23:58:13+00:00,Sun May 19 23:58:13 +0000 2019,,#Scheer #cdnpoli #cpchttps,,https://twitter.com/JoeTheberge/status/1130258383678738433
MaxxKowalski,DavQuinn,feminists reducing #cdnpoli families to prostitutes and sperm donors https://twitter.com/DavQuinn/status/1130206968424095745 …,0,0,0,1130261260824502272,https://twitter.com/MaxxKowalski/status/1130261260824502272,2382446444,2019-05-19 23:57:38+00:00,Sun May 19 23:57:38 +0000 2019,,#cdnpoli,,https://twitter.com/DavQuinn/status/1130206968424095745
JigglyPants44,AndrewScheer,Andrew Scheer wants to ban abortion. #cdnpoli https://twitter.com/AndrewScheer/status/1130254557462720514 …,0,1,0,1130261126678237184,https://twitter.com/JigglyPants44/status/1130261126678237184,2800843867,2019-05-19 23:57:06+00:00,Sun May 19 23:57:06 +0000 2019,,#cdnpoli,,https://twitter.com/AndrewScheer/status/1130254557462720514
ElPunitor,JEM_Books,"This is what wind power means @cathmckenna .Thousands of dead birds including endangered species. Is this what you support? Canadians need an answer now! You're either for uneconomic, unsustainable, bird-killing wind turbines or you're for the environment. Which is it? #cdnpoli https://twitter.com/JEM_Books/status/1130173214867435520 …",0,0,0,1130260932477612032,https://twitter.com/ElPunitor/status/1130260932477612032,200272875,2019-05-19 23:56:20+00:00,Sun May 19 23:56:20 +0000 2019,@cathmckenna,#cdnpoli,,https://twitter.com/JEM_Books/status/1130173214867435520
MaxxKowalski,DonaldJTrumpJr,#Holocaust deniers featured on @facebook and many #cdnpoli cable TV providers https://twitter.com/DonaldJTrumpJr/status/1130171094659403776 …,0,0,0,1130260852060315648,https://twitter.com/MaxxKowalski/status/1130260852060315648,2382446444,2019-05-19 23:56:01+00:00,Sun May 19 23:56:01 +0000 2019,@facebook,#Holocaust #cdnpoli,,https://twitter.com/DonaldJTrumpJr/status/1130171094659403776
ltmcdies,AndrewScheer,Is @andrewscheer at all capable of communicating off line. He does know he can’t just tweet platitudes at world leaders right. This is pathetic. @CPC_HQ #cdnpoli https://twitter.com/AndrewScheer/status/1130254557462720514 …,1,2,0,1130260830878982144,https://twitter.com/ltmcdies/status/1130260830878982144,104037382,2019-05-19 23:55:55+00:00,Sun May 19 23:55:55 +0000 2019,@andrewscheer @CPC_HQ,#cdnpoli,,https://twitter.com/AndrewScheer/status/1130254557462720514
beachmagoo,marthahradowy,The Winnipeg strike was needed to create change for worker rights & #electoralreform We again find ourselves at that crossroad for electoral reform as the gains in the voting system from that era have been reversed. #cdnpoli #proportionalrepresentation #mbpoli #abpolihttps://twitter.com/marthahradowy/status/1128641883629076480 …,8,12,0,1130260798842986497,https://twitter.com/beachmagoo/status/1130260798842986497,187413029,2019-05-19 23:55:48+00:00,Sun May 19 23:55:48 +0000 2019,,#electoralreform #cdnpoli #proportionalrepresentation #mbpoli #abpolihttps,,https://twitter.com/marthahradowy/status/1128641883629076480
caroldanvers777,,Sick of over-packaged food in your weekly shop? Ask your Canada’s major supermarkets to ditch the plastic packaging and help curb plastic pollution >> https://act.gp/2AIVe3g #breakfreefromplastic #ridiculouspackaging #cdnpoli,0,0,0,1130260713455407105,https://twitter.com/caroldanvers777/status/1130260713455407105,971763392099872768,2019-05-19 23:55:27+00:00,Sun May 19 23:55:27 +0000 2019,,#breakfreefromplastic #ridiculouspackaging #cdnpoli,,https://act.gp/2AIVe3g
ibrbxx2,cathmckenna,"Climate Cath says as many as 250,000 people could die by 2030 if we don't act now on Climate change but ignores 100,000 lives are aborted every year in Canada. She's not to be taken seriously, vote her and the liberal party out in Oct. #cdnpoli https://twitter.com/cathmckenna/status/1129862258807496706 …",7,13,5,1130260692273991681,https://twitter.com/ibrbxx2/status/1130260692273991681,956204330905878529,2019-05-19 23:55:22+00:00,Sun May 19 23:55:22 +0000 2019,,#cdnpoli,,https://twitter.com/cathmckenna/status/1129862258807496706
