username,to,text,retweets,favorites,replies,id,permalink,author_id,date,formatted_date,mentions,hashtags,geo,urls
darreljorstad,ngotranslations,Come on #Canada. Support Cuban's by not propping up the Communist tourism farce. They deserve to be as free as we are. #cdnpoli #mcgahttps://twitter.com/ngotranslations/status/1170355167650340865 …,6,8,0,1170849241469771777,https://twitter.com/darreljorstad/status/1170849241469771777,245403223,2019-09-08 23:59:47+00:00,Sun Sep 08 23:59:47 +0000 2019,,#Canada #cdnpoli #mcgahttps,,https://twitter.com/ngotranslations/status/1170355167650340865
TomVarughese4,,"While in Malton today, I not only enjoyed great conversations but tasted great food. #victoryisknocking #Mississauga_Malton #elxn43 @cpcvolunteerpic.twitter.com/0V71jOnAKr",3,5,0,1170849177523445769,https://twitter.com/TomVarughese4/status/1170849177523445769,1118769297470496768,2019-09-08 23:59:31+00:00,Sun Sep 08 23:59:31 +0000 2019,@cpcvolunteerpic,#victoryisknocking #Mississauga_Malton #elxn43,,
Biglyboomthem,HannahThibedeau,She needs to stop lying and jet-setting on public time and dime. #elxn43,0,3,0,1170849120879304706,https://twitter.com/Biglyboomthem/status/1170849120879304706,978291392928669696,2019-09-08 23:59:18+00:00,Sun Sep 08 23:59:18 +0000 2019,,#elxn43,,
BevAzevedo,BCReality,So much conservative hypocrisy. They slam JT because his dad was a PM. So there ya go. #cdnpoli #elxn43 #elxn2019,0,1,0,1170849024825597952,https://twitter.com/BevAzevedo/status/1170849024825597952,893479800,2019-09-08 23:58:55+00:00,Sun Sep 08 23:58:55 +0000 2019,,#cdnpoli #elxn43 #elxn2019,,
PureShakti,cathmckenna,TMX for the Memories! #cdnpoli https://twitter.com/cathmckenna/status/1170747861686018048 …,0,0,0,1170849024108322816,https://twitter.com/PureShakti/status/1170849024108322816,107900713,2019-09-08 23:58:55+00:00,Sun Sep 08 23:58:55 +0000 2019,,#cdnpoli,,https://twitter.com/cathmckenna/status/1170747861686018048
nspector4,HannahThibedeau,Honestly don't know how much of this is ignorance of Canadian political history [eg Mulroney in the 80s] and how much is @CBC reporters in the tank for Trudeau. Over to you Rob Russo #cdnpoli https://twitter.com/HannahThibedeau/status/1170537186850156544 …,12,36,4,1170848946064723968,https://twitter.com/nspector4/status/1170848946064723968,232519990,2019-09-08 23:58:36+00:00,Sun Sep 08 23:58:36 +0000 2019,@CBC,#cdnpoli,,https://twitter.com/HannahThibedeau/status/1170537186850156544
Salmanyyz,Bill_Morneau,"Investing in Canadians is the best way to reduce poverty, build good infrastructure and grow the economy and the plan has been working with record job growth and a booming economy thanks to @JustinTrudeau & @Bill_Morneau #cdnpoli #4MoreYearshttps://twitter.com/Bill_Morneau/status/1170814103818035201 …",2,11,0,1170848937990860800,https://twitter.com/Salmanyyz/status/1170848937990860800,879291181,2019-09-08 23:58:34+00:00,Sun Sep 08 23:58:34 +0000 2019,@JustinTrudeau @Bill_Morneau,#cdnpoli #4MoreYearshttps,,https://twitter.com/Bill_Morneau/status/1170814103818035201
DrSChouinard,Qc_125,Ça chauffe pour Mad Max. #polcan #elxn43 https://twitter.com/Qc_125/status/1170525749633343489 …,0,9,2,1170848854163562496,https://twitter.com/DrSChouinard/status/1170848854163562496,185740620,2019-09-08 23:58:14+00:00,Sun Sep 08 23:58:14 +0000 2019,,#polcan #elxn43,,https://twitter.com/Qc_125/status/1170525749633343489
sheldonbailey,DelcoSpecial,"Very well said. Harm reduction measures like MAT are of course important, but we need a heavy, sustained focus on Treatment + #Recovery. #RecoveryMonth #Addiction #Mentalhealth #RECOVERYWORKS #yyc #yeg #ableg #cdnpoli https://twitter.com/DelcoSpecial/status/1170700476020600834 …",2,7,1,1170848832206147584,https://twitter.com/sheldonbailey/status/1170848832206147584,16914946,2019-09-08 23:58:09+00:00,Sun Sep 08 23:58:09 +0000 2019,,#Recovery #RecoveryMonth #Addiction #Mentalhealth #RECOVERYWORKS #yyc #yeg #ableg #cdnpoli,,https://twitter.com/DelcoSpecial/status/1170700476020600834
CuJoYYC,AndersonBooz,"I suggest all Albertans, especially #UCP supporters, read this short article. #ABpoli #ABleg #CDNpoli https://twitter.com/AndersonBooz/status/1170809097794379776 …",3,5,0,1170848806394421249,https://twitter.com/CuJoYYC/status/1170848806394421249,234922173,2019-09-08 23:58:03+00:00,Sun Sep 08 23:58:03 +0000 2019,,#UCP #ABpoli #ABleg #CDNpoli,,https://twitter.com/AndersonBooz/status/1170809097794379776
