username,to,text,retweets,favorites,replies,id,permalink,author_id,date,formatted_date,mentions,hashtags,geo,urls
PCGeek95,,"The liberal government sure loves to shoot themselves in the foot, don't they? #CdnPoli https://twitter.com/i/events/1113201317650915328 …",0,0,0,1113229619837177857,https://twitter.com/PCGeek95/status/1113229619837177857,3197901050,2019-04-02 23:59:58+00:00,Tue Apr 02 23:59:58 +0000 2019,,#CdnPoli,,https://twitter.com/i/events/1113201317650915328
PeterKellyBC,MarlowWeldon,#libexit #cdnpoli https://twitter.com/MarlowWeldon/status/1113229245667364864 …,3,3,0,1113229553411842049,https://twitter.com/PeterKellyBC/status/1113229553411842049,16135612,2019-04-02 23:59:42+00:00,Tue Apr 02 23:59:42 +0000 2019,,#libexit #cdnpoli,,https://twitter.com/MarlowWeldon/status/1113229245667364864
anna_desmarais,Justin_Ling,"Dang, this is probably one of the most poignant reactions to #cdnpoli news today. https://twitter.com/Justin_Ling/status/1113209686596235265 …",0,0,0,1113229551079915520,https://twitter.com/anna_desmarais/status/1113229551079915520,1849985972,2019-04-02 23:59:42+00:00,Tue Apr 02 23:59:42 +0000 2019,,#cdnpoli,,https://twitter.com/Justin_Ling/status/1113209686596235265
rootcauseteam,KaydenLester,"Yup, let's bring back the #cpc gang. They pulled off many similar things. General opinion, Canadian politicians suck!!! #cdnpoli",0,0,0,1113229546525007872,https://twitter.com/rootcauseteam/status/1113229546525007872,4724003840,2019-04-02 23:59:41+00:00,Tue Apr 02 23:59:41 +0000 2019,,#cpc #cdnpoli,,
cosmicfirepeace,,whose worst #Trudeau or #Scheer? .. or just two sides of the same coin? #cdnpoli,0,0,0,1113229541843931136,https://twitter.com/cosmicfirepeace/status/1113229541843931136,747891181338525696,2019-04-02 23:59:40+00:00,Tue Apr 02 23:59:40 +0000 2019,,#Trudeau #Scheer #cdnpoli,,
RussSPeebles,kinsellawarren,It's Official: @JustinTrudeau and the @liberal_party has just handed @AndrewScheer and the @CPC_HQ the 2019 Federal Election #LavScam #cdnpoli https://twitter.com/kinsellawarren/status/1113218424413597696 …,0,0,0,1113229535535861760,https://twitter.com/RussSPeebles/status/1113229535535861760,512646010,2019-04-02 23:59:38+00:00,Tue Apr 02 23:59:38 +0000 2019,@JustinTrudeau @liberal_party @AndrewScheer @CPC_HQ,#LavScam #cdnpoli,,https://twitter.com/kinsellawarren/status/1113218424413597696
xtremesensfan,cselley,"It's nice how many @TorontoStar reporters are taking advantage of this opportunity to prove forever that they aren't just overtly left leaning, but are personally invested in the Liberal Party of Canada in the exercising of their journalistic duties #cdnpoli https://twitter.com/cselley/status/1113225883744067584 …",0,0,0,1113229518737539072,https://twitter.com/xtremesensfan/status/1113229518737539072,1063238736912224258,2019-04-02 23:59:34+00:00,Tue Apr 02 23:59:34 +0000 2019,@TorontoStar,#cdnpoli,,https://twitter.com/cselley/status/1113225883744067584
settofaze,robertbenzie,Wtf? #cdnpoli https://twitter.com/robertbenzie/status/1113094127925760000 …,0,1,0,1113229512890888198,https://twitter.com/settofaze/status/1113229512890888198,18316259,2019-04-02 23:59:33+00:00,Tue Apr 02 23:59:33 +0000 2019,,#cdnpoli,,https://twitter.com/robertbenzie/status/1113094127925760000
JGatawe,,"Regardless of what party people follow, most want a corrupt-free government. We need an RCMP investigation to get the truth to the people. #cdnpoli",1,2,0,1113229504707739653,https://twitter.com/JGatawe/status/1113229504707739653,1077046596955705344,2019-04-02 23:59:31+00:00,Tue Apr 02 23:59:31 +0000 2019,,#cdnpoli,,
Corrine36689015,HOSHINREIKI,How about a new grassroots party? The Integrity Party of Canada has a nice ring don't you think? #cdnpoli,0,0,0,1113229444250984449,https://twitter.com/Corrine36689015/status/1113229444250984449,1113128423205904385,2019-04-02 23:59:16+00:00,Tue Apr 02 23:59:16 +0000 2019,,#cdnpoli,,
852852hk,,“Jody Wilson-Raybould and Jane Philpott ejected from Liberal caucus” https://twitter.com/i/moments/1113201316988428289 … A moment Trudeau can be proud of. #cdnpoli,0,0,0,1113229418481078277,https://twitter.com/852852hk/status/1113229418481078277,186980225,2019-04-02 23:59:10+00:00,Tue Apr 02 23:59:10 +0000 2019,,#cdnpoli,,https://twitter.com/i/moments/1113201316988428289
Carl_Tremblay,TarekFatah,"On a des amis ;-) Beaucoup de Canadiens sont d'accord avec le Québec. Simplement que leur élites médiatiques, pour la plupart, les ignorent. On invite la @coalitionavenir a tenir la ligne droite sur le projet de loi 21 #polqc #LAICITE #polcan https://twitter.com/TarekFatah/status/1113206370927509504 …",0,0,0,1113229405768146944,https://twitter.com/Carl_Tremblay/status/1113229405768146944,89003348,2019-04-02 23:59:07+00:00,Tue Apr 02 23:59:07 +0000 2019,@coalitionavenir,#polqc #LAICITE #polcan,,https://twitter.com/TarekFatah/status/1113206370927509504
MaxTax14,RyanCHemsley,Whatever @JustinTrudeau does to lose the October election is just A-OK with me. #CdnPoli,0,2,0,1113229391973085184,https://twitter.com/MaxTax14/status/1113229391973085184,2766372284,2019-04-02 23:59:04+00:00,Tue Apr 02 23:59:04 +0000 2019,@JustinTrudeau,#CdnPoli,,
Ian_Hamilton01,,Well heres something you don't see everyday. A drama teacher just fired a Doctor and a Lawyer. #LavScam #cdnpoli,0,3,0,1113229387909013505,https://twitter.com/Ian_Hamilton01/status/1113229387909013505,357877628,2019-04-02 23:59:03+00:00,Tue Apr 02 23:59:03 +0000 2019,,#LavScam #cdnpoli,,
heather_rose,ASDalliance,So what's it going to take? Who will step up? #cdnpoli #AutismActionMonth #AutismAwarenessDayhttps://twitter.com/ASDalliance/status/1113100089428492288 …,0,1,0,1113229382087335937,https://twitter.com/heather_rose/status/1113229382087335937,16405652,2019-04-02 23:59:02+00:00,Tue Apr 02 23:59:02 +0000 2019,,#cdnpoli #AutismActionMonth #AutismAwarenessDayhttps,,https://twitter.com/ASDalliance/status/1113100089428492288
RMurphy24,janephilpott,Seriously. Who wouldn’t want someone of this caliber in their caucus. #cdnpoli https://twitter.com/janephilpott/status/1113214306043273216 …,0,1,0,1113229375103819776,https://twitter.com/RMurphy24/status/1113229375103819776,56124877,2019-04-02 23:59:00+00:00,Tue Apr 02 23:59:00 +0000 2019,,#cdnpoli,,https://twitter.com/janephilpott/status/1113214306043273216
SherryAske,,NEW: Jody Wilson-Raybould and Jane Philpott have both issued statements after being voted out of the Liberal caucus: https://www.cbc.ca/news/politics/jody-wilson-raybould-jane-philpott-statements-1.5082208?__vfz=medium%3Dsharebar … #ottnews #ottawa #cdnpoli,0,0,0,1113229353574440970,https://twitter.com/SherryAske/status/1113229353574440970,262495194,2019-04-02 23:58:55+00:00,Tue Apr 02 23:58:55 +0000 2019,,#ottnews #ottawa #cdnpoli,,https://www.cbc.ca/news/politics/jody-wilson-raybould-jane-philpott-statements-1.5082208?__vfz=medium%3Dsharebar
the_stevesimon,,Voting for Trudeau in October #cdnpoli pic.twitter.com/UzxfxAa1ct,0,3,1,1113229352185909249,https://twitter.com/the_stevesimon/status/1113229352185909249,4817415787,2019-04-02 23:58:55+00:00,Tue Apr 02 23:58:55 +0000 2019,,#cdnpoli,,
cmusician,,"6/ NDP MP Charlie Angus: ""Two powerful women have been vilified & kicked out of their caucus for showing integrity & standing up for the rule law. I am awed to see their willingness to give up such powerful positions to be true to their integrity & the rule of law."" .. #cdnpoli",0,3,0,1113229350554484743,https://twitter.com/cmusician/status/1113229350554484743,255067647,2019-04-02 23:58:54+00:00,Tue Apr 02 23:58:54 +0000 2019,,#cdnpoli,,
CassieIrish,subvoyeur,"Yes, a dear friend of mine told me today, JWR was her hero & she no longer feels that way, she was quite upset & disappointed JWR wouldn’t take IA position, said it could of changed everything. Alas, AG job more important & worth dying on nothing illegal happened hill! #cdnpoli",0,0,1,1113229329390014464,https://twitter.com/CassieIrish/status/1113229329390014464,3194939185,2019-04-02 23:58:49+00:00,Tue Apr 02 23:58:49 +0000 2019,,#cdnpoli,,
BradStollery,CPC_HQ,"In other news, the Conservative Party has suddenly discovered its commitment to feminism. #cdnpoli https://twitter.com/CPC_HQ/status/1113202829034815489 …",0,0,0,1113229293574868992,https://twitter.com/BradStollery/status/1113229293574868992,305405231,2019-04-02 23:58:41+00:00,Tue Apr 02 23:58:41 +0000 2019,,#cdnpoli,,https://twitter.com/CPC_HQ/status/1113202829034815489
DanielHatfield,,Do we get to know you voted for throwing out @Puglaas & @janephilpott ? Entire caucus? What a bunch! New lows being set daily by @liberal_party #cdnpoli #SNCLavalinScandal,0,1,0,1113229275732246528,https://twitter.com/DanielHatfield/status/1113229275732246528,24071566,2019-04-02 23:58:36+00:00,Tue Apr 02 23:58:36 +0000 2019,@Puglaas @janephilpott @liberal_party,#cdnpoli #SNCLavalinScandal,,
MarlowWeldon,Puglaas,"I have voted @liberal_party in every election since turning 18 (1997 would have been my first time voting federally) Having watched what has unfolded over the last few months, I can honestly say my vote will follow @Puglaas wherever she goes #cdnpoli https://twitter.com/Puglaas/status/1113195427992616960 …",7,20,5,1113229245667364864,https://twitter.com/MarlowWeldon/status/1113229245667364864,24408128,2019-04-02 23:58:29+00:00,Tue Apr 02 23:58:29 +0000 2019,@liberal_party @Puglaas,#cdnpoli,,https://twitter.com/Puglaas/status/1113195427992616960
Unbranded63,sunlorrie,Bring something new to the discussion or write about something else. If I want reruns I'll turn to cable. #cdnpoli,0,0,0,1113229219180568576,https://twitter.com/Unbranded63/status/1113229219180568576,122640580,2019-04-02 23:58:23+00:00,Tue Apr 02 23:58:23 +0000 2019,,#cdnpoli,,
DustyRoseYYC,,"Well, at least we know that under @justintrudeau that the Canadian justice system is #openforbusiness - all you have to do is donate enough to the @liberal_party and all obstacles disappear. Oh yeah, and climate change blah blah blah. #cdnpoli #lavscam",3,7,0,1113229203019685888,https://twitter.com/DustyRoseYYC/status/1113229203019685888,1079048176462512129,2019-04-02 23:58:19+00:00,Tue Apr 02 23:58:19 +0000 2019,@justintrudeau @liberal_party,#openforbusiness #cdnpoli #lavscam,,
rmfaris,AGMacDougall,"To compare @JustinTrudeau to Trump just demonstrates, yet again, the incredible overreach of opinion columnists with national platforms in #cdnpoli One can critique Trudeau all one wants, but the only party going all white nationalist in Canada are the @CPC_HQ & @AndrewScheerhttps://twitter.com/AGMacDougall/status/1113201462811725827 …",7,25,2,1113229185864978433,https://twitter.com/rmfaris/status/1113229185864978433,387970645,2019-04-02 23:58:15+00:00,Tue Apr 02 23:58:15 +0000 2019,@JustinTrudeau @CPC_HQ @AndrewScheerhttps,#cdnpoli,,https://twitter.com/AGMacDougall/status/1113201462811725827
Manitowan,PnPCBC,"How were you to be trusted? How were your entourage to be trusted? You saw fit to exact revenge on a Justice Minister who wanted only one thing. An opportunity to do her job without workplace fear, intimidation, harassment. Remember you said she wasn't pressured. #cdnpoli pic.twitter.com/6OHbndL73t",1,3,0,1113229178906615809,https://twitter.com/Manitowan/status/1113229178906615809,485731086,2019-04-02 23:58:13+00:00,Tue Apr 02 23:58:13 +0000 2019,,#cdnpoli,,
AntoniaZ,,As if Dimples Scheer would be any better >> Canadian Scientists Explain Exactly How the HARPERCON Government Silenced Science | Smithsonian https://www.smithsonianmag.com/science-nature/canadian-scientists-open-about-how-their-government-silenced-science-180961942/?fbclid=IwAR1jLMlGWZPixRJe0GRf4FqLzB844Cc4Ek7dTLkHXVauyMwYv0qzPXffgOE#xWBRHFfERvF3rhpx.01 … #cdnpoli #science #climate #environment #PCP,3,4,1,1113229135193804801,https://twitter.com/AntoniaZ/status/1113229135193804801,10085872,2019-04-02 23:58:03+00:00,Tue Apr 02 23:58:03 +0000 2019,,#xWBRHFfERvF3rhpx #cdnpoli #science #climate #environment #PCP,,https://www.smithsonianmag.com/science-nature/canadian-scientists-open-about-how-their-government-silenced-science-180961942/?fbclid=IwAR1jLMlGWZPixRJe0GRf4FqLzB844Cc4Ek7dTLkHXVauyMwYv0qzPXffgOE#xWBRHFfERvF3rhpx.01
Crof,,"Whoa! Michael Harris knows where the bodies are buried, and exhumes them: Trudeau’s Dumb Expulsions and Strange Compulsions via @TheTyee https://thetyee.ca/Opinion/2019/04/02/Trudeau-Dumb-Expulsions/ … #cdnpoli @Puglaas @janephilpott",2,5,0,1113229126406529025,https://twitter.com/Crof/status/1113229126406529025,19042993,2019-04-02 23:58:01+00:00,Tue Apr 02 23:58:01 +0000 2019,@TheTyee @Puglaas @janephilpott,#cdnpoli,,https://thetyee.ca/Opinion/2019/04/02/Trudeau-Dumb-Expulsions/
lynneux,Puglaas,#IStandWithJody #TrudeauMustGo #cdnpoli https://twitter.com/Puglaas/status/1113219056293826560 …,0,2,0,1113229110543679489,https://twitter.com/lynneux/status/1113229110543679489,18745824,2019-04-02 23:57:57+00:00,Tue Apr 02 23:57:57 +0000 2019,,#IStandWithJody #TrudeauMustGo #cdnpoli,,https://twitter.com/Puglaas/status/1113219056293826560
CopperBronzed,TabathaSouthey,"There's a simple explanation, Tabatha ⇨ #ZeroVisionGreedyAmbition Maxi has skated on his looks for longer than he should have ¯\_(ツ)_/¯ IMO he's lost in space, banging his head on an imaginary #CDNpoli",1,3,0,1113229091073925121,https://twitter.com/CopperBronzed/status/1113229091073925121,716501756,2019-04-02 23:57:52+00:00,Tue Apr 02 23:57:52 +0000 2019,,#ZeroVisionGreedyAmbition #CDNpoli,,
Nikkidoo101,,Sick of over-packaged food in your weekly shop? Ask your Canada’s major supermarkets to ditch the plastic packaging and help curb plastic pollution >> https://act.gp/2AIVe3g #breakfreefromplastic #ridiculouspackaging #cdnpoli,0,0,0,1113229015781847040,https://twitter.com/Nikkidoo101/status/1113229015781847040,139503884,2019-04-02 23:57:34+00:00,Tue Apr 02 23:57:34 +0000 2019,,#breakfreefromplastic #ridiculouspackaging #cdnpoli,,https://act.gp/2AIVe3g
RZaichkowski,Puglaas,The decision by @JustinTrudeau to remove @Puglaas & @janephilpott from #LPC caucus over SNC-Lavalin is disgraceful. This should serve as a much needed opportunity for @theJagmeetSingh & the #NDP given we Canadians CANNOT afford a #CPC government in 2019. #cdnpoli https://twitter.com/Puglaas/status/1113195427992616960 …,3,3,0,1113229012963418112,https://twitter.com/RZaichkowski/status/1113229012963418112,518046429,2019-04-02 23:57:34+00:00,Tue Apr 02 23:57:34 +0000 2019,@JustinTrudeau @Puglaas @janephilpott @theJagmeetSingh,#LPC #NDP #CPC #cdnpoli,,https://twitter.com/Puglaas/status/1113195427992616960
sean_gra,DuaneBratt,I don’t know Alberta. How much evidence do you need? https://twitter.com/duanebratt/status/1113161666420629504?s=21 … At what point does your claimed doubt become an excuse to mask homophobia? #abpoli #ableg #yeg #yyc #ymm #cdnpoli #abvote2019 #LGBTQ @PinkNews,6,6,0,1113229011633602560,https://twitter.com/sean_gra/status/1113229011633602560,2494864328,2019-04-02 23:57:33+00:00,Tue Apr 02 23:57:33 +0000 2019,@PinkNews,#abpoli #ableg #yeg #yyc #ymm #cdnpoli #abvote2019 #LGBTQ,,https://twitter.com/duanebratt/status/1113161666420629504?s=21
TO_Resident,,#CDNpoli Just got an Access Research phone poll... Seemed like they put all of the pro-Liberal/pro-Trudeau choices as the 4th or 5th choice... must be paid for by the Conservatives.,0,0,0,1113229009423413248,https://twitter.com/TO_Resident/status/1113229009423413248,2173378878,2019-04-02 23:57:33+00:00,Tue Apr 02 23:57:33 +0000 2019,,#CDNpoli,,
BradCabana,SeanPrevil,what about @janephilpott ? She didn't tape anyone.... hope you media folks are going to press a lot harder than that... #SNCLavalin #Lavscam #cdnpoli,0,2,0,1113229007196020736,https://twitter.com/BradCabana/status/1113229007196020736,190224295,2019-04-02 23:57:32+00:00,Tue Apr 02 23:57:32 +0000 2019,@janephilpott,#SNCLavalin #Lavscam #cdnpoli,,
cmusician,,"5/ @CharlieAngusNDP Every politician owes their election to their party & that loyalty is important. But once you are in the House the one thing you have to remain true to is to your integrity. At the end of the day, the best you can hope is to leave with your integrity #cdnpoli",0,2,2,1113229002658013184,https://twitter.com/cmusician/status/1113229002658013184,255067647,2019-04-02 23:57:31+00:00,Tue Apr 02 23:57:31 +0000 2019,@CharlieAngusNDP,#cdnpoli,,
TNorrisNU,,"The most incredible thing about #LavScam is that there were so many opportunities for the PM to correct his path and get it right, and he continues to bewilder any sensible thought by insisting on continuing down this path. #cdnpoli",1,0,0,1113229001898778630,https://twitter.com/TNorrisNU/status/1113229001898778630,1109308256164499457,2019-04-02 23:57:31+00:00,Tue Apr 02 23:57:31 +0000 2019,,#LavScam #cdnpoli,,
MTHargoe,,This is the @liberal_party right now. #jwr #LavScam #SNCLavalin #cdnpoli pic.twitter.com/s4QeGh8aR1,3,5,0,1113228960421302272,https://twitter.com/MTHargoe/status/1113228960421302272,3245538106,2019-04-02 23:57:21+00:00,Tue Apr 02 23:57:21 +0000 2019,@liberal_party,#jwr #LavScam #SNCLavalin #cdnpoli,,
danspeerin,,"Well this is quite the story. #cdnpoli ""He maintained Canada hasn't collected any money from the Panama Papers disclosures, pointing out there is a difference between ""assessing"" money owing and actually collecting it."" https://www.ctvnews.ca/business/nearly-900-canadians-found-in-panama-papers-but-no-charges-have-yet-been-laid-1.4362518#_gus&_gucid=&_gup=Facebook&_gsc=qduPdhT …pic.twitter.com/6HdD9WDqrr",4,1,1,1113228956524634112,https://twitter.com/danspeerin/status/1113228956524634112,21515380,2019-04-02 23:57:20+00:00,Tue Apr 02 23:57:20 +0000 2019,,#cdnpoli #_gus,,https://www.ctvnews.ca/business/nearly-900-canadians-found-in-panama-papers-but-no-charges-have-yet-been-laid-1.4362518#_gus&_gucid=&_gup=Facebook&_gsc=qduPdhT
Francin_P,AndrewScheer,Now up to Canadians to not allow this to continue further #cdnpoli #TrudeauMustGo,0,2,0,1113228922370420736,https://twitter.com/Francin_P/status/1113228922370420736,260997582,2019-04-02 23:57:12+00:00,Tue Apr 02 23:57:12 +0000 2019,,#cdnpoli #TrudeauMustGo,,
