username,to,text,retweets,favorites,replies,id,permalink,author_id,date,formatted_date,mentions,hashtags,geo,urls
wordsleadmeon,CTVVancouver,27 active wildfires in BC alone. It's still May... This does not bode well for avoiding a - what would it be now? - 4th straight 'worst ever' season in a row. #bcpoli #cdnpoli #climatechange #climatecrisishttps://twitter.com/CTVVancouver/status/1132791524427796480 …,1,2,3,1132798566580154368,https://twitter.com/wordsleadmeon/status/1132798566580154368,22237383,2019-05-26 23:59:59+00:00,Sun May 26 23:59:59 +0000 2019,,#bcpoli #cdnpoli #climatechange #climatecrisishttps,,https://twitter.com/CTVVancouver/status/1132791524427796480
PCParty1867,ElizabethMay,"""Green wave"" or ""none of the above"" protest vote for protest parties? #GPC is not about the #environment or #climate or #climatechange, it's about hyper-partisan #protestpoli. #cdnpoli",0,0,1,1132798392936030208,https://twitter.com/PCParty1867/status/1132798392936030208,2957786005,2019-05-26 23:59:17+00:00,Sun May 26 23:59:17 +0000 2019,,#GPC #environment #climate #climatechange #protestpoli #cdnpoli,,
richardajabu,TorontoStar,"So long as a person's practice of religion is not in apparant or real conflict of interest with their actions in Gov't, I see no problem. #cdnpoli #yow #topoli #vanpoli #onpoli #qcpoli #bcpoli #nspoli #ableg #skpoli #mbpoli #peipoli #nbpoli #nlpoli #ytpoli #ntpoli #nupoli #yyc",0,1,0,1132798383444221952,https://twitter.com/richardajabu/status/1132798383444221952,259582197,2019-05-26 23:59:15+00:00,Sun May 26 23:59:15 +0000 2019,,#cdnpoli #yow #topoli #vanpoli #onpoli #qcpoli #bcpoli #nspoli #ableg #skpoli #mbpoli #peipoli #nbpoli #nlpoli #ytpoli #ntpoli #nupoli #yyc,,
SaveRHomes,jay_slatter,#Cdnpoli #TrudeauMustGo #NoM103 #NoMoreTerrorists #BetterVetting #NoUNCompact #VeteransB4refugees #SNCLavalinScandal #CarbonTaxScam #DefundCBC #pipelineshttps://twitter.com/jay_slatter/status/1132790584173826048 …,1,3,0,1132798344277794816,https://twitter.com/SaveRHomes/status/1132798344277794816,406040240,2019-05-26 23:59:06+00:00,Sun May 26 23:59:06 +0000 2019,,#Cdnpoli #TrudeauMustGo #NoM103 #NoMoreTerrorists #BetterVetting #NoUNCompact #VeteransB4refugees #SNCLavalinScandal #CarbonTaxScam #DefundCBC #pipelineshttps,,https://twitter.com/jay_slatter/status/1132790584173826048
suestroud,,#cdnpoli It wouldn't take much to update this.The reason I belong to the @NDP. https://www.socialisthistory.ca/Docs/CCF/ReginaManifesto.htm …,1,4,0,1132798263545872384,https://twitter.com/suestroud/status/1132798263545872384,37552089,2019-05-26 23:58:47+00:00,Sun May 26 23:58:47 +0000 2019,@NDP,#cdnpoli,,https://www.socialisthistory.ca/Docs/CCF/ReginaManifesto.htm
CBCPolitics,,"Wilson-Raybould, Philpott won't run as Greens in fall election http://bit.ly/2W2HbCd #hw #cdnpoli pic.twitter.com/XK6X1oYdAB",22,14,15,1132798091470495745,https://twitter.com/CBCPolitics/status/1132798091470495745,74186967,2019-05-26 23:58:06+00:00,Sun May 26 23:58:06 +0000 2019,,#hw #cdnpoli,,http://bit.ly/2W2HbCd
cdallen21,,Scheer accuses Trudeau of 'stacking the deck' to get re-elected #trudeau is the five knuckle shuffle of politicians. #cdnpoli #jerkoff #trudeaumustgo #SocialismKillshttps://www.ctvnews.ca/politics/scheer-accuses-trudeau-of-stacking-the-deck-to-get-re-elected-1.4438268 …,1,1,0,1132797808833114112,https://twitter.com/cdallen21/status/1132797808833114112,2201252201,2019-05-26 23:56:58+00:00,Sun May 26 23:56:58 +0000 2019,,#trudeau #cdnpoli #jerkoff #trudeaumustgo #SocialismKillshttps,,https://www.ctvnews.ca/politics/scheer-accuses-trudeau-of-stacking-the-deck-to-get-re-elected-1.4438268
JustRollinOn86,,"So I read a headline that says a certain Liberal MP would like to introduce a ""soda/pop tax"" ahead of the October Federal election. Good luck with that, how about no, and kindly piss off with that idea #cdnpoli",0,0,0,1132797665958346758,https://twitter.com/JustRollinOn86/status/1132797665958346758,736635240991444992,2019-05-26 23:56:24+00:00,Sun May 26 23:56:24 +0000 2019,,#cdnpoli,,
PCParty1867,sachaforstner,"Often suggested without traction. Perhaps because there is no compelling evidence that it would change what appears to be the main reason for low voter participation: elections have come to be be perceived as about political parties and movements, not about the people. #elxn43",0,0,0,1132797641178279936,https://twitter.com/PCParty1867/status/1132797641178279936,2957786005,2019-05-26 23:56:18+00:00,Sun May 26 23:56:18 +0000 2019,,#elxn43,,
zhangzhe01,,"If freedom were one could do anything outside of law, then we may lose the consciousness to challenge and change the law. Freedom must be protected by law and must be balanced via law. But the boundary of freedom is not law. #cdnpoli",0,1,0,1132797571062099968,https://twitter.com/zhangzhe01/status/1132797571062099968,189249660,2019-05-26 23:56:01+00:00,Sun May 26 23:56:01 +0000 2019,,#cdnpoli,,
