username,to,text,retweets,favorites,replies,id,permalink,author_id,date,formatted_date,mentions,hashtags,geo,urls
Avalon709,,"I guess if you have to take these meds try and use them sparingly & only when absolutely necessary. Millions of Canadians using acid-reflux drugs for too long, risking health side-effects | CTV News #cdnpoli #healthcarehttps://www.ctvnews.ca/health/millions-of-canadians-using-acid-reflux-drugs-for-too-long-risking-health-side-effects-1.4409011 …",0,1,0,1125550800086781952,https://twitter.com/Avalon709/status/1125550800086781952,497731840,2019-05-06 23:59:57+00:00,Mon May 06 23:59:57 +0000 2019,,#cdnpoli #healthcarehttps,,https://www.ctvnews.ca/health/millions-of-canadians-using-acid-reflux-drugs-for-too-long-risking-health-side-effects-1.4409011
GordBolton,GordBolton,#uspoli #cdnpoli #pnpcbc #UKpolitics #auspol #polcan #eupol #nzpol #DaughtersoftheVote2019 #Venezuela Coup Looks like #OpChrystia is just another big SNAFU.pic.twitter.com/nlr9vmPuZc,0,0,1,1125550469709991948,https://twitter.com/GordBolton/status/1125550469709991948,2265885618,2019-05-06 23:58:38+00:00,Mon May 06 23:58:38 +0000 2019,,#uspoli #cdnpoli #pnpcbc #UKpolitics #auspol #polcan #eupol #nzpol #DaughtersoftheVote2019 #Venezuela #OpChrystia,,
JoshuaMarola,LauraLynnTT,Wonderfully said! Listen to why Canada needs change! #cdnpoli https://twitter.com/LauraLynnTT/status/1125542068481167361 …,0,0,1,1125550467923058688,https://twitter.com/JoshuaMarola/status/1125550467923058688,1034963351128821760,2019-05-06 23:58:37+00:00,Mon May 06 23:58:37 +0000 2019,,#cdnpoli,,https://twitter.com/LauraLynnTT/status/1125542068481167361
JPM2019,alan_poirier,May global warming set to continue #cdnpoli https://twitter.com/alan_poirier/status/1125543287710871552 …,0,0,0,1125550460776009728,https://twitter.com/JPM2019/status/1125550460776009728,3295290834,2019-05-06 23:58:36+00:00,Mon May 06 23:58:36 +0000 2019,,#cdnpoli,,https://twitter.com/alan_poirier/status/1125543287710871552
Docs4GunControl,,"Cher @SenGagne @apratte @DalphondPierre @SenRosaGalvez Votez en faveur du projet de loi C-71 - Il s’agit de changements modestes mais importants, qui réduiront les risques de blessures et de décès évitables par arme à feu et rendront les Canadiens plus en sécurité. #cdnpoli",2,0,0,1125550442929324033,https://twitter.com/Docs4GunControl/status/1125550442929324033,1093971298009653256,2019-05-06 23:58:31+00:00,Mon May 06 23:58:31 +0000 2019,@SenGagne @apratte @DalphondPierre @SenRosaGalvez,#cdnpoli,,
cmusician,,Government workers with developmental disabilities fight closure of their work program .. http://ctv.news/uTa7txa @CQualtro #disabilities #cdnpoli,2,0,0,1125550255276269568,https://twitter.com/cmusician/status/1125550255276269568,255067647,2019-05-06 23:57:47+00:00,Mon May 06 23:57:47 +0000 2019,@CQualtro,#disabilities #cdnpoli,,http://ctv.news/uTa7txa
czronik,,"Absolutely rocking the #GOTV game for @micorfield today in Ottawa! What a pleasure to be a part of such an awesome campaign for the past month! (not pictured, the 30 other volunteers here at LPC and our friends out in BC!) #cdnpoli #goknockdoors #nanaimoladysmith #VOTEpic.twitter.com/oVDQwETeq4",7,37,0,1125550224712306689,https://twitter.com/czronik/status/1125550224712306689,726968438,2019-05-06 23:57:39+00:00,Mon May 06 23:57:39 +0000 2019,@micorfield,#GOTV #cdnpoli #goknockdoors #nanaimoladysmith #VOTEpic,,
honorarycaper,cathmckenna,Parents do want to provide their children w/the best start in life. So why are you taking money out of their pockets with your BS carbon tax and buying their votes with this garbage. Stop insulting our intelligence by trying that trick We're smarter than that. #TickTock #cdnpoli,0,4,0,1125550214666903552,https://twitter.com/honorarycaper/status/1125550214666903552,243522377,2019-05-06 23:57:37+00:00,Mon May 06 23:57:37 +0000 2019,,#TickTock #cdnpoli,,
LePeupleQC,,LE RASSEMBLEMENT POUR LA LAÏCITÉ SE PRÉPARE POUR LA BATAILLE L'organisation et 8 autres groupes jouent cartes sur table en vue de la commission parlementaire sur le projet de loi 21. #polqc #polcan #assnathttps://le-peuple.ca/politique/article-5378-1557163820 …,8,8,1,1125550089999659011,https://twitter.com/LePeupleQC/status/1125550089999659011,813191540763983872,2019-05-06 23:57:07+00:00,Mon May 06 23:57:07 +0000 2019,,#polqc #polcan #assnathttps,,https://le-peuple.ca/politique/article-5378-1557163820
Tammyocanada,WWynkey,#cdnpoli https://twitter.com/WWynkey/status/1125549122180853760 …,0,1,0,1125550020214784002,https://twitter.com/Tammyocanada/status/1125550020214784002,754108043974107137,2019-05-06 23:56:51+00:00,Mon May 06 23:56:51 +0000 2019,,#cdnpoli,,https://twitter.com/WWynkey/status/1125549122180853760
